Job;Country;State/Region;City;Impressions;Clicks;Apply starts;Applies;Cost per click (CPC);Cost per apply start (CPAS);Cost per apply (CPA);Clickthrough rate (CTR);Apply completion rate (ACR);Apply start rate (ASR);Apply rate (AR);Spend;Last updated;Created
Traineeship Technische Bedrijfskunde;Netherlands;Groningen (provincie);Groningen;158;6;1;0;0.375;2.25;0;0.037975;0;0.166667;0;2.25;19-6-2025;16-6-2025
Traineeship Technische Bedrijfskunde;Netherlands;Overijssel;Balkbrug;70;4;0;0;0;0;0;0.057143;0;0;0;0;19-6-2025;16-6-2025
Traineeship Werktuigkundige Energiecentrale;Netherlands;Zuid-Holland;Leiden;207;8;0;0;0;0;0;0.038647;0;0;0;0;22-5-2025;25-4-2025
Traineeship Werktuigkundige Energiecentrale;Netherlands;Zuid-Holland;Den Haag;221;19;1;0;0.5178947368421053;9.84;0;0.085973;0;0.052632;0;9.84;22-5-2025;6-5-2025
Uitvoerder;Netherlands;Limburg;Venlo;99;5;0;0;0;0;0;0.050505;0;0;0;0;25-9-2025;26-8-2025
Uitvoerder Bouwkunde;Netherlands;Zuid-Holland;Delft;70;3;0;0;0;0;0;0.042857;0;0;0;0;22-5-2025;6-2-2025
Uitvoerder Bouwkunde;Netherlands;Zuid-Holland;Delft;50;3;0;0;0;0;0;0.06;0;0;0;0;19-6-2025;3-6-2025
Uitvoerder Civiele Techniek;Netherlands;Zuid-Holland;Delft;32;2;0;0;0;0;0;0.0625;0;0;0;0;19-6-2025;3-6-2025
Uitvoerder Civiele Techniek (senior);Netherlands;Zuid-Holland;Delft;31;2;0;0;0;0;0;0.064516;0;0;0;0;19-6-2025;3-6-2025
Uitvoerder Elektrotechniek Utiliteitsbouw;Netherlands;Utrecht (provincie);Bunnik;26;0;0;0;0;0;0;0;0;0;0;0;9-9-2025;9-9-2025
Uitvoerder Elektrotechniek Utiliteitsbouw;Netherlands;;;822;10;1;0;0.45899999999999996;4.59;0;0.012165;0;0.1;0;4.59;9-9-2025;9-9-2025
Wekvoorbereider Maintenance \| civiel;Netherlands;Zuid-Holland;Dordrecht;24;1;0;0;0;0;0;0.041667;0;0;0;0;29-5-2025;23-5-2025
Wekvoorbereider Maintenance \| civiel - Junior;Netherlands;;;1142;31;1;0;0.5187096774193548;16.08;0;0.027145;0;0.032258;0;16.08;29-5-2025;23-5-2025
Werktuigkundige;Netherlands;Zuid-Holland;Den Haag;265;7;0;0;0;0;0;0.026415;0;0;0;0;22-5-2025;14-5-2025
Werktuigkundige;Netherlands;Zuid-Holland;Leiden;212;7;0;0;0;0;0;0.033019;0;0;0;0;22-5-2025;14-5-2025
Werktuigkundige;Netherlands;Zuid-Holland;Rotterdam;254;4;0;0;0;0;0;0.015748;0;0;0;0;22-5-2025;14-5-2025
Werktuigkundige Energiecentrale;Netherlands;Zuid-Holland;Den Haag;140;7;1;0;18.785.714.285.714.200;13.15;0;0.05;0;0.142857;0;13.15;22-5-2025;30-4-2025
Werkvergunning Coördinator;Netherlands;Noord-Brabant;Oss;1108;58;2;0;0.16620689655172416;4.82;0;0.052347;0;0.034483;0;9.64;2-6-2025;2-6-2025
Werkvoorbereider;Netherlands;Friesland;Bolsward;110;23;1;0;0.07391304347826087;1.7;0;0.209091;0;0.043478;0;1.7;22-5-2025;15-5-2025
Werkvoorbereider;Netherlands;Noord-Brabant;Tilburg;147;5;0;0;0;0;0;0.034014;0;0;0;0;19-6-2025;4-6-2025
Werkvoorbereider;Netherlands;Flevoland;Almere;24;3;0;0;0;0;0;0.125;0;0;0;0;19-6-2025;16-6-2025
Werkvoorbereider;Netherlands;Noord-Holland;Amsterdam Zuid;67;2;0;0;0;0;0;0.029851;0;0;0;0;19-6-2025;18-6-2025
Werkvoorbereider;Netherlands;Noord-Brabant;Cuijk;47;9;0;0;0;0;0;0.191489;0;0;0;0;8-8-2025;28-7-2025
Werkvoorbereider;Netherlands;Noord-Brabant;Cuijk;66;12;1;0;18.825;22.59;0;0.181818;0;0.083333;0;22.59;26-9-2025;27-8-2025
Werkvoorbereider;Netherlands;Zuid-Holland;Papendrecht;52;4;0;0;0;0;0;0.076923;0;0;0;0;17-9-2025;15-9-2025
Werkvoorbereider;Netherlands;Noord-Brabant;Cuijk;57;5;0;0;0;0;0;0.087719;0;0;0;0;24-10-2025;2-10-2025
Werkvoorbereider Beheer & Onderhoud;Netherlands;Zuid-Holland;Gouda;106;7;1;0;14.314.285.714.285.700;10.02;0;0.066038;0;0.142857;0;10.02;22-5-2025;15-5-2025
Werkvoorbereider Beheer & Onderhoud \| Schiphol;Netherlands;Zuid-Holland;Gouda;96;7;0;0;0;0;0;0.072917;0;0;0;0;22-5-2025;15-5-2025
Werkvoorbereider Bouw;Netherlands;Drenthe;Assen;105;7;0;0;0;0;0;0.066667;0;0;0;0;22-5-2025;15-5-2025
Werkvoorbereider Bouw;Netherlands;Flevoland;Emmeloord;11;0;0;0;0;0;0;0;0;0;0;0;22-5-2025;15-5-2025
Werkvoorbereider Bouw;Netherlands;Flevoland;Lelystad;89;5;0;0;0;0;0;0.05618;0;0;0;0;22-5-2025;15-5-2025
Werkvoorbereider Bouw;Netherlands;Friesland;Heerenveen;9;0;0;0;0;0;0;0;0;0;0;0;22-5-2025;15-5-2025
Werkvoorbereider Bouw;Netherlands;Overijssel;Zwolle;200;7;0;0;0;0;0;0.035;0;0;0;0;22-5-2025;16-5-2025
Werkvoorbereider Bouw;Netherlands;Flevoland;Emmeloord;23;2;0;0;0;0;0;0.086957;0;0;0;0;30-5-2025;30-5-2025
Werkvoorbereider Bouw;Netherlands;Flevoland;Lelystad;26;1;0;0;0;0;0;0.038462;0;0;0;0;30-5-2025;30-5-2025
Werkvoorbereider Bouw;Netherlands;Overijssel;Enschede;87;6;0;0;0;0;0;0.068966;0;0;0;0;19-6-2025;2-6-2025
Werkvoorbereider Bouw;Netherlands;Groningen (provincie);Groningen;151;6;1;0;16.733.333.333.333.300;10.04;0;0.039735;0;0.166667;0;10.04;19-6-2025;2-6-2025
Werkvoorbereider Bouw;Netherlands;Friesland;Leeuwarden;101;6;1;0;16.383.333.333.333.300;9.83;0;0.059406;0;0.166667;0;9.83;19-6-2025;2-6-2025
Werkvoorbereider Bouw;Netherlands;Overijssel;Zwolle;111;4;0;0;0;0;0;0.036036;0;0;0;0;19-6-2025;2-6-2025
Werkvoorbereider Bouw;Netherlands;Friesland;Drachten;120;8;0;0;0;0;0;0.066667;0;0;0;0;19-6-2025;2-6-2025
Werkvoorbereider Bouw;Netherlands;Flevoland;Lelystad;89;1;0;0;0;0;0;0.011236;0;0;0;0;19-6-2025;2-6-2025
Werkvoorbereider Bouw;Netherlands;;;229;23;0;0;0;0;0;0.100437;0;0;0;0;17-9-2025;17-9-2025
Werkvoorbereider Bouwkunde - Grote Projecten in de Randstad;Netherlands;Utrecht (provincie);Bunnik;18;1;0;0;0;0;0;0.055556;0;0;0;0;17-9-2025;16-9-2025
Werkvoorbereider Civiel;Netherlands;Drenthe;Assen;87;6;0;0;0;0;0;0.068966;0;0;0;0;22-5-2025;16-5-2025
Werkvoorbereider Civiel;Netherlands;Groningen (provincie);Groningen;53;1;0;0;0;0;0;0.018868;0;0;0;0;19-6-2025;2-6-2025
Werkvoorbereider Civiel;Netherlands;Friesland;Drachten;69;2;0;0;0;0;0;0.028986;0;0;0;0;19-6-2025;2-6-2025
Werkvoorbereider Civiel;Netherlands;Friesland;Leeuwarden;70;5;0;0;0;0;0;0.071429;0;0;0;0;19-6-2025;2-6-2025
Werkvoorbereider Civiel;Netherlands;Flevoland;Lelystad;28;2;0;0;0;0;0;0.071429;0;0;0;0;19-6-2025;2-6-2025
Werkvoorbereider Civiel;Netherlands;Overijssel;Zwolle;26;0;0;0;0;0;0;0;0;0;0;0;19-6-2025;2-6-2025
Werkvoorbereider Civiele Betonbouw;Netherlands;Zuid-Holland;Gouda;35;3;1;0;40.01;120.03;0;0.085714;0;0.333333;0;120.03;17-9-2025;16-9-2025
Werkvoorbereider Civiele Techniek;Netherlands;Utrecht (provincie);Bunnik;46;2;0;0;0;0;0;0.043478;0;0;0;0;22-5-2025;15-5-2025
Werkvoorbereider E;Netherlands;Zuid-Holland;Rotterdam;138;10;0;0;0;0;0;0.072464;0;0;0;0;24-9-2025;25-8-2025
Werkvoorbereider E;Netherlands;Zuid-Holland;Rotterdam;55;4;0;0;0;0;0;0.072727;0;0;0;0;24-10-2025;13-10-2025
Werkvoorbereider E&I;Netherlands;Zuid-Holland;Schiedam;68;6;0;0;0;0;0;0.088235;0;0;0;0;22-5-2025;16-5-2025
Werkvoorbereider Elektrotechniek;Netherlands;Utrecht (provincie);Bunnik;32;1;0;0;0;0;0;0.03125;0;0;0;0;9-9-2025;9-9-2025
Werkvoorbereider Elektrotechniek;Netherlands;Utrecht (provincie);Bunnik;33;1;0;0;0;0;0;0.030303;0;0;0;0;17-9-2025;9-9-2025
Werkvoorbereider Energietechniek;Netherlands;Zuid-Holland;Rotterdam;58;4;0;0;0;0;0;0.068966;0;0;0;0;8-8-2025;1-8-2025
Werkvoorbereider Energietechniek;Netherlands;Zuid-Holland;Den Haag;48;3;0;0;0;0;0;0.0625;0;0;0;0;8-8-2025;1-8-2025
Werkvoorbereider Energietechniek;Netherlands;Noord-Holland;Amsterdam;60;3;0;0;0;0;0;0.05;0;0;0;0;8-8-2025;1-8-2025
Werkvoorbereider Energietechniek;Netherlands;Zuid-Holland;Den Haag;24;1;1;0;78.47;78.47;0;0.041667;0;1;0;78.47;1-10-2025;1-9-2025
Werkvoorbereider Energietechniek;Netherlands;Zuid-Holland;Rotterdam;10;0;0;0;0;0;0;0;0;0;0;0;1-10-2025;1-9-2025
Werkvoorbereider Energietechniek;Netherlands;Noord-Holland;Haarlem;7;1;0;0;0;0;0;0.142857;0;0;0;0;1-10-2025;1-9-2025
Werkvoorbereider Energietechniek;Netherlands;Noord-Holland;Haarlem;4;0;0;0;0;0;0;0;0;0;0;0;1-10-2025;1-9-2025
Werkvoorbereider Energietechniek;Netherlands;Zuid-Holland;Den Haag;1;0;0;0;0;0;0;0;0;0;0;0;1-10-2025;1-9-2025
Werkvoorbereider Energietechniek;Netherlands;Zuid-Holland;Rotterdam;1;0;0;0;0;0;0;0;0;0;0;0;1-10-2025;1-9-2025
Werkvoorbereider Energietechniek;Netherlands;Zuid-Holland;Rotterdam;60;3;0;0;0;0;0;0.05;0;0;0;0;24-10-2025;2-10-2025
Werkvoorbereider Energietechniek;Netherlands;Zuid-Holland;Den Haag;39;3;0;0;0;0;0;0.076923;0;0;0;0;24-10-2025;2-10-2025
Werkvoorbereider Energietechniek;Netherlands;Noord-Holland;Haarlem;75;1;0;0;0;0;0;0.013333;0;0;0;0;24-10-2025;2-10-2025
Werkvoorbereider Energietechniek;Netherlands;Zuid-Holland;Leiden;51;1;0;0;0;0;0;0.019608;0;0;0;0;24-10-2025;2-10-2025
Werkvoorbereider Energietechniek;Netherlands;Utrecht (provincie);Utrecht;55;3;0;0;0;0;0;0.054545;0;0;0;0;24-10-2025;2-10-2025
Werkvoorbereider Energietechniek;Netherlands;Zuid-Holland;Den Haag;63;2;0;0;0;0;0;0.031746;0;0;0;0;24-10-2025;2-10-2025
Werkvoorbereider Energietechniek;Netherlands;Noord-Holland;Amsterdam;31;2;0;0;0;0;0;0.064516;0;0;0;0;24-10-2025;2-10-2025
Werkvoorbereider Energietechniek;Netherlands;Noord-Holland;Amsterdam;66;3;1;0;11.686.666.666.666.600;35.06;0;0.045455;0;0.333333;0;35.06;24-10-2025;2-10-2025
Werkvoorbereider Energietechniek;Netherlands;Noord-Holland;Haarlem;86;1;0;0;0;0;0;0.011628;0;0;0;0;24-10-2025;2-10-2025
Werkvoorbereider Energietechniek;Netherlands;Utrecht (provincie);Utrecht;63;3;0;0;0;0;0;0.047619;0;0;0;0;24-10-2025;2-10-2025
Werkvoorbereider Energietechniek;Netherlands;Zuid-Holland;Rotterdam;68;3;0;0;0;0;0;0.044118;0;0;0;0;24-10-2025;2-10-2025
Werkvoorbereider Energietechniek;Netherlands;Zuid-Holland;Leiden;85;2;0;0;0;0;0;0.023529;0;0;0;0;24-10-2025;15-10-2025
Werkvoorbereider Energietechniek;Netherlands;Zuid-Holland;Rotterdam;31;3;0;0;0;0;0;0.096774;0;0;0;0;24-10-2025;15-10-2025
Werkvoorbereider GWW;Netherlands;Noord-Holland;Zaandam;88;4;0;0;0;0;0;0.045455;0;0;0;0;30-10-2025;30-9-2025
Werkvoorbereider Maintenance;Netherlands;Groningen (provincie);Bedum;22;1;0;0;0;0;0;0.045455;0;0;0;0;22-5-2025;10-4-2025
Werkvoorbereider Maintenance;Netherlands;Groningen (provincie);;87;9;1;0;30.733.333.333.333.300;27.66;0;0.103448;0;0.111111;0;27.66;22-5-2025;6-5-2025
Werkvoorbereider Maintenance;Netherlands;Friesland;Drachten;148;9;0;0;0;0;0;0.060811;0;0;0;0;19-6-2025;2-6-2025
Werkvoorbereider Maintenance;Netherlands;Noord-Holland;Lutjewinkel;111;13;0;0;0;0;0;0.117117;0;0;0;0;19-6-2025;2-6-2025
Werkvoorbereider Maintenance;Netherlands;Friesland;Leeuwarden;142;4;0;0;0;0;0;0.028169;0;0;0;0;19-6-2025;2-6-2025
Werkvoorbereider Maintenance;Netherlands;Friesland;Workum;123;5;1;0;21.559.999.999.999.900;10.78;0;0.04065;0;0.2;0;10.78;19-6-2025;2-6-2025
Werkvoorbereider Maintenance;Netherlands;Drenthe;Emmen;100;14;0;0;0;0;0;0.14;0;0;0;0;19-6-2025;2-6-2025
Werkvoorbereider Maintenance;Netherlands;Zuid-Holland;Rotterdam;36;6;1;0;1.585;9.51;0;0.166667;0;0.166667;0;9.51;11-6-2025;10-6-2025
Werkvoorbereider Nieuwbouw;Netherlands;Overijssel;Almelo;61;3;0;0;0;0;0;0.04918;0;0;0;0;24-10-2025;15-10-2025
Werkvoorbereider Stadswarmte;Netherlands;Noord-Holland;Amsterdam;63;6;0;0;0;0;0;0.095238;0;0;0;0;22-5-2025;13-5-2025
Werkvoorbereider Stadswarmte;Netherlands;Utrecht (provincie);Utrecht;46;3;1;0;5.413.333.333.333.330;16.24;0;0.065217;0;0.333333;0;16.24;22-5-2025;14-5-2025
Werkvoorbereider Stadswarmte;Netherlands;Noord-Holland;Amsterdam;24;3;0;0;0;0;0;0.125;0;0;0;0;22-5-2025;14-5-2025
Werkvoorbereider Utiliteit Junior;Netherlands;Noord-Holland;Amsterdam;83;5;0;0;0;0;0;0.060241;0;0;0;0;22-5-2025;15-1-2025
Werkvoorbereider Utiliteit Medior;Netherlands;Noord-Holland;Amsterdam;18;1;0;0;0;0;0;0.055556;0;0;0;0;22-5-2025;15-1-2025
Werkvoorbereider WTB;Netherlands;Utrecht (provincie);Bunnik;12;0;0;0;0;0;0;0;0;0;0;0;17-9-2025;17-9-2025
Werkvoorbereider bestaande Bouw;Netherlands;Overijssel;Almelo;51;3;0;0;0;0;0;0.058824;0;0;0;0;24-10-2025;15-10-2025
Werkvoorbereider ondergrondse infra;Netherlands;Flevoland;Almere;28;2;1;0;8.325;16.65;0;0.071429;0;0.5;0;16.65;19-6-2025;16-6-2025
bouwkundig Revit modelleur;Netherlands;Zuid-Holland;Delft;110;10;3;0;3.622;12.073.333.333.333.300;0;0.090909;0;0.3;0;36.22;22-5-2025;19-5-2025
bouwkundig Revit modelleur;Netherlands;Zuid-Holland;Delft;102;12;3;0;38.699.999.999.999.900;15.479.999.999.999.900;0;0.117647;0;0.25;0;46.44;22-5-2025;19-5-2025
